2021	1	1	2.5	-2.6	0.2	0.2
2021	1	2	3.2	-3.6	0.4	0.1
2021	1	3	4	1.4	0.2	0
2021	1	4	2.8	0.6	0.8	0.4
2021	1	5	2.1	1.5	0	0
2021	1	6	3.3	0.9	0	0
2021	1	7	4	-1.1	0.4	1.2
2021	1	8	6	-2.6	0.2	2.8
2021	1	9	3.6	-2.7	0.2	4.6
2021	1	10	4.3	-4.2	0.2	4.4
2021	1	11	7.4	-1.8	1.2	0.7
2021	1	12	9.4	5.2	17.7	0
2021	1	13	8.8	5	8.8	0
2021	1	14	9.6	7.5	5.8	0
2021	1	15	3	-2.6	0	3.7
2021	1	16	5.8	-5	1	0
2021	1	17	8.1	2.3	0	2.9
2021	1	18	9.2	0.3	2.4	3.3
2021	1	19	7.9	3.5	1.6	0
2021	1	20	10.1	5.8	6.7	0
2021	1	21	8.7	3.7	7.8	0.1
2021	1	22	8	2.3	0	4.9
2021	1	23	2.8	0.2	7.8	0.3
2021	1	24	3	-3.2	0.2	0.5
2021	1	25	5.2	-0.1	0.2	4.8
2021	1	26	3.2	-2.6	2.6	0.4
2021	1	27	10.5	1	9.6	0
2021	1	28	12.6	8.2	13.8	0
2021	1	29	9.8	8.2	14.7	0.5
2021	1	30	13.3	4.2	14.3	1.6
2021	1	31	8.3	3.1	6.2	0
2021	2	1	9	6.1	3.8	0
2021	2	2	14.3	4.9	16.1	1.8
2021	2	3	12.9	7.5	7.7	1.2
2021	2	4	10.4	2.5	2.4	0.9
2021	2	5	11.5	5.1	0	1.2
2021	2	6	8.1	5	7	0
2021	2	7	1.5	-0.2	0.4	0
2021	2	8	-0.8	-2.1	0	0
2021	2	9	-3	-5.1	0	0
2021	2	10	-0.3	-6.8	0	6.3
2021	2	11	0.6	-6.3	0	5.9
2021	2	12	1	-4	0	2.9
2021	2	13	-0.2	-6.5	0	5.8
2021	2	14	3.1	-5.3	0	2.4
2021	2	15	9.1	0.2	1	0
2021	2	16	9.7	5.3	3.6	1.4
2021	2	17	14.7	4.5	0.4	2.1
2021	2	18	10	4.9	4	0.6
2021	2	19	11.9	1.7	0	1.1
2021	2	20	17.5	8.3	0	5.6
2021	2	21	14.6	8.2	0	1.5
2021	2	22	14	9.1	2.2	0
2021	2	23	17.4	9.6	0	6.8
2021	2	24	19.2	8.8	0	7.7
2021	2	25	13.8	7.1	0	2
2021	2	26	11.8	2.9	0	6.3
2021	2	27	11.3	1.4	0.2	8.8
2021	2	28	10.5	1.3	0	7.6
2021	3	1	13.8	0.2	0	9.4
2021	3	2	15.9	0.8	0.2	7.4
2021	3	3	16.6	4.1	0	4
2021	3	4	10.7	4.4	0.2	0.7
2021	3	5	6.9	2.4	0	3
2021	3	6	8.4	-1.7	0	9.4
2021	3	7	8.5	-4	0	9.6
2021	3	8	7.1	-1.2	0	8.5
2021	3	9	12	-1.1	0	8.9
2021	3	10	11.5	0.2	1.6	0.3
2021	3	11	13.9	6.1	0.6	3.1
2021	3	12	10.5	2.6	6.6	2.4
2021	3	13	10.2	4.3	11	3.1
2021	3	14	9.7	2.1	4.4	2.6
2021	3	15	11.6	5.2	0.4	2.2
2021	3	16	11.3	2.7	3.2	0.5
2021	3	17	8.5	5.2	0.8	2.7
2021	3	18	6.9	2.9	2.2	0.1
2021	3	19	9.1	3	0	7
2021	3	20	10.6	0.2	0	8.2
2021	3	21	11.5	1.4	0	2.3
2021	3	22	9.1	-0.1	0	0.9
2021	3	23	13.4	-0.2	0	11.1
2021	3	24	17.1	1	4.6	10.2
